 Interval Wave (nm)      AF11      AF12      AF22     AF113       AMC     ACCL4
        1     121.5 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        2     116.7 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        3     117.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        4     117.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        5     118.7 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        6     119.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        7     120.2 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        8     120.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
        9     121.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       10     122.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       11     123.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       12     123.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       13     124.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       14     125.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       15     126.2 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       16     127.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       17     127.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       18     128.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       19     129.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       20     130.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       21     131.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       22     132.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       23     132.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       24     133.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       25     134.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       26     135.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       27     136.5 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       28     137.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       29     138.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       30     139.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       31     141.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       32     143.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       33     145.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       34     148.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       35     150.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       36     152.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       37     155.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       38     157.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       39     160.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       40     162.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       41     165.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       42     168.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       43     170.9 0.000E+00 1.355e-18 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       44     173.1 0.000E+00 1.601e-18 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       45     174.6 0.000E+00 1.731e-18 0.518E-19 0.200E-17 0.000E+00 0.100E-16
       46     176.2 0.000E+00 1.859e-18 0.389E-19 0.186E-17 0.000E+00 0.101E-16
       47     177.8 0.000E+00 1.891e-18 0.295E-19 0.178E-17 0.000E+00 0.989E-17
       48     179.4 0.000E+00 1.821e-18 0.225E-19 0.166E-17 0.000E+00 0.841E-17
       49     181.0 0.000E+00 1.692e-18 0.162E-19 0.151E-17 0.000E+00 0.675E-17
       50     182.7 0.000E+00 1.504e-18 0.113E-19 0.135E-17 0.000E+00 0.540E-17
       51     184.3 0.000E+00 1.296e-18 0.735E-20 0.123E-17 0.000E+00 0.429E-17
       52     186.1 0.243E-17 1.056e-18 0.471E-20 0.102E-17 0.245E-18 0.315E-17
       53     187.8 0.217E-17 8.495e-19 0.350E-20 0.851E-18 0.181E-18 0.227E-17
       54     189.6 0.186E-17 6.671e-19 0.252E-20 0.676E-18 0.136E-18 0.157E-17
       55     191.4 0.159E-17 5.021e-19 0.180E-20 0.537E-18 0.993E-19 0.111E-17
       56     193.2 0.133E-17 3.649e-19 0.119E-20 0.407E-18 0.701E-19 0.809E-18
       57     195.1 0.111E-17 2.527e-19 0.815E-21 0.288E-18 0.480E-19 0.698E-18
       58     197.0 0.903E-18 1.713e-19 0.522E-21 0.209E-18 0.324E-19 0.669E-18
       59     199.0 0.730E-18 1.100e-19 0.316E-21 0.145E-18 0.216E-19 0.655E-18
       60     201.0 0.573E-18 6.871e-20 0.240E-21 0.100E-18 0.139E-19 0.635E-18
       61     203.1 0.452E-18 4.173e-20 0.171E-21 0.708E-19 0.854E-20 0.613E-18
       62     205.1 0.333E-18 2.571e-20 0.000E+00 0.479E-19 0.563E-20 0.584E-18
       63     207.3 0.239E-18 1.497e-20 0.000E+00 0.309E-19 0.376E-20 0.537E-18
       64     209.4 0.168E-18 8.861e-21 0.000E+00 0.200E-19 0.234E-20 0.484E-18
       65     211.6 0.115E-18 5.071e-21 0.000E+00 0.126E-19 0.143E-20 0.409E-18
       66     213.9 0.760E-19 2.811e-21 0.000E+00 0.776E-20 0.897E-21 0.336E-18
       67     216.2 0.500E-19 1.557e-21 0.000E+00 0.479E-20 0.550E-21 0.266E-18
       68     218.6 0.310E-19 8.862e-22 0.000E+00 0.302E-20 0.000E+00 0.203E-18
       69     221.0 0.200E-19 4.876e-22 0.000E+00 0.182E-20 0.000E+00 0.149E-18
       70     223.5 0.120E-19 2.635e-22 0.000E+00 0.115E-20 0.000E+00 0.104E-18
       71     226.0 0.800E-20 1.400e-22 0.000E+00 0.000E+00 0.000E+00 0.720E-19
       72     228.6 0.000E+00 7.848e-23 0.000E+00 0.000E+00 0.000E+00 0.504E-19
       73     231.2 0.000E+00 4.181e-23 0.000E+00 0.000E+00 0.000E+00 0.339E-19
       74     233.9 0.000E+00 2.151e-23 0.000E+00 0.000E+00 0.000E+00 0.219E-19
       75     236.7 0.000E+00 1.097e-23 0.000E+00 0.000E+00 0.000E+00 0.136E-19
       76     239.5 0.000E+00 5.623e-24 0.000E+00 0.000E+00 0.000E+00 0.852E-20
       77     242.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.539E-20
       78     245.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.341E-20
       79     248.5 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.226E-20
       80     251.6 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.139E-20
       81     254.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.691E-21
       82     258.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.357E-21
       83     261.4 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.205E-21
       84     264.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.128E-21
       85     268.5 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.767E-22
       86     272.1 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.427E-22
       87     275.9 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.240E-22
       88     279.7 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       89     283.7 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       90     287.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       91     292.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       92     296.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       93     300.8 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       94     305.3 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       95     310.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       96     315.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       97     320.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       98     325.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
       99     330.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      100     335.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      101     340.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      102     345.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      103     350.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      104     355.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      105     360.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      106     365.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      107     370.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      108     375.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      109     380.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      110     385.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      111     390.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      112     395.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      113     400.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      114     405.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      115     410.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      116     415.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      117     420.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      118     425.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      119     430.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      120     435.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      121     440.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
      122     445.0 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
